'arousing or capable of arousing deep emotion; - N. Hawthorne' – she laid her case of destitution before him in a very moving letter,"[""'not arousing emotions' – ""]"
moving,['unmoving']
'not arousing emotions' – ,"[""'arousing or capable of arousing deep emotion; - N. Hawthorne' – she laid her case of destitution before him in a very moving letter""]"
unmoving,['moving']
'in motion' – a constantly moving crowd · the moving parts of the machine,"[""'not in motion' – ""]"
moving,['nonmoving']
'not in motion' – ,"[""'in motion' – a constantly moving crowd · the moving parts of the machine""]"
nonmoving,['moving']
'used of a series of photographs presented so as to create the illusion of motion' – Her ambition was to be in moving pictures or `the movies',"[""'used of pictures; of a single or static photograph not presented so as to create the illusion of motion; or representing objects not capable of motion' – a still photograph · Cezanne's still life of apples""]"
moving,['still']
'used of pictures; of a single or static photograph not presented so as to create the illusion of motion; or representing objects not capable of motion' – a still photograph · Cezanne's still life of apples,"[""'used of a series of photographs presented so as to create the illusion of motion' – Her ambition was to be in moving pictures or `the movies'""]"
still,['moving']
'(used of grass or vegetation) cut down with a hand implement or machine' – the smell of newly mown hay,"[""'(used of grass or vegetation) not cut down with a hand implement or machine' – uncut grass · an unmown lawn""]"
mown,['unmown']
'(used of grass or vegetation) not cut down with a hand implement or machine' – uncut grass · an unmown lawn,"[""'(used of grass or vegetation) cut down with a hand implement or machine' – the smell of newly mown hay""]"
unmown,['mown']
'characteristic of or befitting a seaman; indicating competent seamanship' – ,"[""'not seamanlike' – ""]"
seamanlike,['unseamanlike']
'not seamanlike' – ,"[""'characteristic of or befitting a seaman; indicating competent seamanship' – ""]"
unseamanlike,['seamanlike']
'being or concerning or limited to a continent especially the continents of North America or Europe' – the continental United States · continental Europe · continental waters,"[""'extending or taking place between or among continents' – intercontinental exploration · intercontinental flights""]"
continental,['intercontinental']
'extending or taking place between or among continents' – intercontinental exploration · intercontinental flights,"[""'being or concerning or limited to a continent especially the continents of North America or Europe' – the continental United States · continental Europe · continental waters""]"
intercontinental,['continental']
'limited to or in the interests of a particular nation' – national interests · isolationism is a strictly national policy,"[""'concerning or belonging to all or at least two or more nations' – international affairs · an international agreement · international waters""]"
national,['international']
'concerning or belonging to all or at least two or more nations' – international affairs · an international agreement · international waters,"[""'limited to or in the interests of a particular nation' – national interests · isolationism is a strictly national policy""]"
international,['national']
'involving and relating to the mutual relations of states especially of the United States' – Interstate Highway Commission · interstate highways · Interstate Commerce Commission · interstate commerce,"[""'relating to or existing within the boundaries of a state' – intrastate as well as interstate commerce""]"
interstate,['intrastate']
'relating to or existing within the boundaries of a state' – intrastate as well as interstate commerce,"[""'involving and relating to the mutual relations of states especially of the United States' – Interstate Highway Commission · interstate highways · Interstate Commerce Commission · interstate commerce""]"
intrastate,['interstate']
'in accordance with nature; relating to or concerning nature' – a very natural development · our natural environment · natural science · natural resources · natural cliffs · natural phenomena,"[""'not in accordance with or determined by nature; contrary to nature' – an unnatural death · the child's unnatural interest in death""]"
natural,['unnatural']
'not in accordance with or determined by nature; contrary to nature' – an unnatural death · the child's unnatural interest in death,"[""'in accordance with nature; relating to or concerning nature' – a very natural development · our natural environment · natural science · natural resources · natural cliffs · natural phenomena""]"
unnatural,['natural']
'existing in or produced by nature; not artificial or imitation' – a natural pearl · natural gas · natural silk · natural blonde hair · a natural sweetener · natural fertilizers,"[""'contrived by art rather than nature' – artificial flowers · artificial flavoring · an artificial diamond · artificial fibers · artificial sweeteners""]"
